conversation_id,conn_id,local_start_time,call_date,month,agent_id,duration_seconds,channel,service_area,transcript_text
conv_0247,c00247,2025-01-08 09:38:08,2025-01-08,2025-01,2007,366,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Quiero revisar una opción de plan con más gigas.
Agente: Me confirma su nombre y número por favor.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:19
Agente: Le detallaré los planes disponibles y el proceso para realizar el cambio.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0248,c00248,2025-01-08 19:50:01,2025-01-08,2025-01,2024,489,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta."
conv_0249,c00249,2025-01-08 15:57:51,2025-01-08,2025-01,2024,626,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Llamo por el estado de mi reclamo anterior.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Total de silencio/hold detectado: 0:38
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Hasta luego y gracias por llamar."
conv_0250,c00250,2025-01-08 17:19:49,2025-01-08,2025-01,2029,398,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy evaluando terminar el servicio este mes.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:33
Agente: Quedó ingresada la gestión de cancelación con la información del proceso."
conv_0251,c00251,2025-01-08 15:15:49,2025-01-08,2025-01,2003,422,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Hola, me cobraron de más este mes en la boleta.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Necesito corroborar su información.
Agente: Lamento lo ocurrido, revisemos el caso.
Total de silencio/hold detectado: 0:24
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta."
conv_0252,c00252,2025-01-08 12:25:17,2025-01-08,2025-01,2023,528,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:11
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente."
conv_0253,c00253,2025-01-08 18:55:36,2025-01-08,2025-01,2008,754,Voice,Telecom Postpaid Care,"Cliente: Necesito cambiar mi plan actual por uno más conveniente.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le detallaré los planes disponibles y el proceso para realizar el cambio.
Agente: Hasta luego y gracias por llamar."
conv_0254,c00254,2025-01-08 11:23:26,2025-01-08,2025-01,2006,528,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Hasta luego y gracias por llamar."
conv_0255,c00255,2025-01-08 09:16:13,2025-01-08,2025-01,2008,426,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Hola, me cobraron de más este mes en la boleta.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Me confirma su rut por favor.
Agente: ¿Me puede indicar más detalles del inconveniente?
Total de silencio/hold detectado: 0:59
Agente: Identifiqué una diferencia de cobro y se regularizará en la próxima boleta.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0256,c00256,2025-01-08 15:36:14,2025-01-08,2025-01,2021,498,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0257,c00257,2025-01-08 13:52:38,2025-01-08,2025-01,2025,468,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:46
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
conv_0258,c00258,2025-01-08 13:02:11,2025-01-08,2025-01,2013,470,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Me puede indicar más detalles del inconveniente?
Total de silencio/hold detectado: 0:40
Agente: Identifiqué una diferencia de cobro y se regularizará en la próxima boleta."
conv_0259,c00259,2025-01-08 18:27:58,2025-01-08,2025-01,2020,716,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:38
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0260,c00260,2025-01-08 12:24:06,2025-01-08,2025-01,2018,360,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Tengo una consulta sobre una gestión que realicé recientemente.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Le entregaré la información general solicitada y dejaré registro de la consulta."
conv_0261,c00261,2025-01-08 09:24:18,2025-01-08,2025-01,2019,464,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: No puedo pagar desde la app y necesito ayuda.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:29
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital."
conv_0262,c00262,2025-01-08 12:46:05,2025-01-08,2025-01,2020,612,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Estoy tratando de pagar en la app y no me deja avanzar.
Agente: Me confirma su rut por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 1:10
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0263,c00263,2025-01-08 16:07:38,2025-01-08,2025-01,2003,778,Voice,Telecom Postpaid Care,"Cliente: No funciona internet desde ayer y estoy sin señal.
Agente: Me confirma su rut por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:56
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0264,c00264,2025-01-08 09:09:08,2025-01-08,2025-01,2013,412,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
conv_0265,c00265,2025-01-09 16:51:15,2025-01-09,2025-01,2006,512,Voice,Telecom Postpaid Care,"Cliente: Estoy evaluando cambiar de plan este mes.
Agente: Voy a validar sus datos antes de continuar.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a revisar las opciones comerciales y las condiciones del nuevo plan."
conv_0266,c00266,2025-01-09 12:27:59,2025-01-09,2025-01,2003,640,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Necesito dar de baja el plan porque ya no lo usaré.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:00
Agente: Quedó ingresada la gestión de cancelación con la información del proceso."
conv_0267,c00267,2025-01-09 16:36:54,2025-01-09,2025-01,2003,447,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy evaluando terminar el servicio este mes.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:05
Agente: Quedó ingresada la gestión de cancelación con la información del proceso."
conv_0268,c00268,2025-01-09 12:08:38,2025-01-09,2025-01,2015,607,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Voy a validar sus datos antes de continuar.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:38
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0269,c00269,2025-01-09 13:08:57,2025-01-09,2025-01,2015,479,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Estoy evaluando cambiar de plan este mes.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:24
Agente: Le detallaré los planes disponibles y el proceso para realizar el cambio."
conv_0270,c00270,2025-01-09 15:29:16,2025-01-09,2025-01,2021,563,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_0271,c00271,2025-01-09 12:46:05,2025-01-09,2025-01,2030,547,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Quiero cancelar porque no estoy conforme.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:57
Agente: Voy a dejar registrada la solicitud de baja y le informaré los plazos.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0272,c00272,2025-01-09 16:35:27,2025-01-09,2025-01,2026,482,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Necesito corroborar su información.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta."
conv_0273,c00273,2025-01-09 17:37:07,2025-01-09,2025-01,2009,451,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Necesito información porque quiero portar mi línea.
Agente: Me confirma su rut por favor.
Agente: Le detallaré la documentación y los plazos asociados a la portabilidad.
Agente: Hasta luego y gracias por llamar."
conv_0274,c00274,2025-01-09 15:05:17,2025-01-09,2025-01,2017,614,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Hola, me cobraron de más este mes en la boleta.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: Necesito corroborar su información.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 1:44
Agente: Identifiqué una diferencia de cobro y se regularizará en la próxima boleta.
Agente: Hasta luego y gracias por llamar."
conv_0275,c00275,2025-01-09 10:16:20,2025-01-09,2025-01,2028,350,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Hola, me cobraron de más este mes en la boleta.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Voy a validar sus datos antes de continuar.
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0276,c00276,2025-01-09 12:48:29,2025-01-09,2025-01,2030,560,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:13
Agente: Identifiqué una diferencia de cobro y se regularizará en la próxima boleta."
conv_0277,c00277,2025-01-09 14:14:25,2025-01-09,2025-01,2022,413,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Necesito información porque quiero portar mi línea.
Agente: Me confirma su nombre y número por favor.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le explicaré los requisitos y tiempos para la portabilidad."
conv_0278,c00278,2025-01-09 18:54:40,2025-01-09,2025-01,2009,706,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Voy a validar sus datos antes de continuar.
Agente: Comprendo la situación, dame un momento.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:28
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
